# 【十字路口】97后CEO：别卷语言模型了，3D才是蓝海【视频播客】
# BV: BV1pi4gzXEdh | UP: Koji杨远骋at十字路口 | 时长: 5029s | 语种: zh
# 转写: faster-whisper large-v3 | 抓取日期: 2026-07-01
# 简介: 在文生图、文生视频的浪潮之外，下一个引爆我们想象力的 AI 技术奇点在哪里？答案可能是 AI + 3D。

本周，我们邀请国内 3D 大模型公司 VAST 的创始人和 CEO 宋亚宸（Simon），和我们聊聊 VAST 最新 3D 生成大模型 Tripo 3.0 背后的故事。

这位 97 年的创业者短期内连续融资三轮、每轮数千万美金，积攒了足够的子弹，在闷头苦干一年后，Simon 今年首次上播客，和我们探讨了几个关键的战略问题：
[00:49:46 -> 00:49:49] 就先把现有的用户先服务好
[00:49:49 -> 00:49:51] 然后再去服务原生的用户
[00:49:51 -> 00:49:53] 原生的用户就是指
[00:49:53 -> 00:49:55] 原来它没有进入到这个生产管线中
[00:49:55 -> 00:49:58] 在这个生产关系中参与生产
[00:49:58 -> 00:50:00] 但因为有了AI它可以参与生产
[00:50:00 -> 00:50:01] 像我就是AI原生用户
[00:50:01 -> 00:50:04] 就是我没有做3D的能力
[00:50:04 -> 00:50:06] 所以我原来不在这个生产关系当中
[00:50:06 -> 00:50:08] 但我如果有了AI
[00:50:08 -> 00:50:09] 我就可以参与到生产
[00:50:09 -> 00:50:13] 但我觉得我们先服务的是现有的PGC用户
[00:50:13 -> 00:50:16] 先服务于他们把我们的整体实力
[00:50:16 -> 00:50:18] 先提升到比如说八九十分
[00:50:18 -> 00:50:19] 这个极品
[00:50:19 -> 00:50:21] 我们那个时候开始要关注说OK了
[00:50:21 -> 00:50:23] 我们是不是要把UGC的企业人服务好
[00:50:23 -> 00:50:24] 服务好的话
[00:50:24 -> 00:50:26] 那就是怎么去服务一下
[00:50:26 -> 00:50:27] 我们这样的PUGC的一些
[00:50:27 -> 00:50:29] 甚至是UGC的一些需求
[00:50:29 -> 00:50:34] 所以说我们在去年年底的时候
[00:50:34 -> 00:50:35] 到今年
[00:50:35 -> 00:50:39] 我们大概招了二十多个人的完全的产业团队
[00:50:39 -> 00:50:41] 就是产品工程团队
[00:50:41 -> 00:50:45] 对就是专门去解决产品问题
[00:50:45 -> 00:50:46] 工程问题
[00:50:46 -> 00:50:48] 然后去允许大家去做调整
[00:50:48 -> 00:50:49] 去做预设
[00:50:49 -> 00:50:52] 去做比如说你想要这个3D模型
[00:50:52 -> 00:50:54] 它有风格化
[00:50:54 -> 00:50:55] 甚至我上传一张图片
[00:50:55 -> 00:50:56] 我会提取里面的风格
[00:50:56 -> 00:50:58] 现在就是风格化
[00:50:58 -> 00:51:00] 我可以允许它比如说做对称性
[00:51:00 -> 00:51:02] 我允许它做T pose A pose
[00:51:02 -> 00:51:04] 我允许它做很多很多这些东西
[00:51:04 -> 00:51:07] 那这个我们认为说可能是第一步
[00:51:07 -> 00:51:10] 就先把现有的ProC给服务好
[00:51:10 -> 00:51:12] 然后下一步再是我们泛化的过程
[00:51:12 -> 00:51:15] 就是逐渐走向PUGC和UGC
[00:51:15 -> 00:51:17] 那那个时候它很重要的点
[00:51:17 -> 00:51:18] 除了工程和产品以外
[00:51:18 -> 00:51:19] 还有像运营和增长
[00:51:19 -> 00:51:21] 我们现在是没怎么做运营和增长的
[00:51:21 -> 00:51:23] 因为现有的用户
[00:51:23 -> 00:51:25] 大家其实都关注我们的东西
[00:51:25 -> 00:51:26] 那我们能效果好了
[00:51:26 -> 00:51:28] 大家自然会去用
[00:51:28 -> 00:51:30] 但是PUGC和UGC不是
[00:51:30 -> 00:51:31] 像我这样子的人
[00:51:31 -> 00:51:33] 他会天天去关注一个什么3D模型
[00:51:33 -> 00:51:36] 一个什么3D生成的一个大模型
[00:51:36 -> 00:51:37] 它效果是不是变提升了
[00:51:37 -> 00:51:39] 这种时候你得告诉他
[00:51:39 -> 00:51:41] 就是说我觉得增长这件事情
[00:51:41 -> 00:51:43] 它非常重要的是
[00:51:43 -> 00:51:45] 当两件事情出现了一项的时候
[00:51:45 -> 00:51:47] 第一点就是存在信息差
[00:51:47 -> 00:51:49] 我需要通过增长或者BD
[00:51:49 -> 00:51:51] 或者运营的方式告诉大家
[00:51:51 -> 00:51:52] 这是第一
[00:51:52 -> 00:51:53] 第二种就是说
[00:51:53 -> 00:51:56] 我们的这个产品逐渐通知化
[00:51:56 -> 00:51:58] 这种时候你会需要去通过
[00:51:58 -> 00:51:59] 增长和运营的方式
[00:51:59 -> 00:52:01] 去告诉它我是有品牌的
[00:52:01 -> 00:52:02] 你要用我
[00:52:02 -> 00:52:03] 但是现在这个阶段
[00:52:03 -> 00:52:05] 我们的产品有差异化
[00:52:05 -> 00:52:07] 同时专业用户没有信息差
[00:52:07 -> 00:52:08] 我们就还没有做
[00:52:08 -> 00:52:09] 就是运营和增长
[00:52:09 -> 00:52:11] 所以那个是下一步了
[00:52:11 -> 00:52:12] 那你会不会觉得
[00:52:12 -> 00:52:14] 做一个产品来去获得用户想要什么
[00:52:14 -> 00:52:16] 这个有点太费劲了
[00:52:16 -> 00:52:18] 因为你也可以通过一些用户调研
[00:52:18 -> 00:52:20] 或者通过其他的手段
[00:52:20 -> 00:52:21] 我不知道
[00:52:21 -> 00:52:22] 我只是在想
[00:52:22 -> 00:52:23] 用户调研
[00:52:23 -> 00:52:26] 当你都在做底层大模型的时候
[00:52:26 -> 00:52:27] 你是没有用户的
[00:52:27 -> 00:52:29] 你的用户是2B的
[00:52:29 -> 00:52:31] 所以你就得
[00:52:31 -> 00:52:32] 就是客户访谈了
[00:52:32 -> 00:52:33] 你这个就这样
[00:52:33 -> 00:52:34] 就是你会访谈很多
[00:52:34 -> 00:52:36] 你自己的B端的客户
[00:52:36 -> 00:52:37] 然后你问他
[00:52:37 -> 00:52:39] 他的客户他想要什么
[00:52:39 -> 00:52:40] 对吧
[00:52:40 -> 00:52:41] 其实理论上来说
[00:52:41 -> 00:52:44] 你理论上也可以找到那些他们的客户
[00:52:44 -> 00:52:45] 理论上这个职业对话
[00:52:45 -> 00:52:46] 当然没有那么的
[00:52:46 -> 00:52:47] 你好像立即有联系方式
[00:52:47 -> 00:52:49] 但我觉得好像花一点精力
[00:52:49 -> 00:52:50] 也能搞到他们的联系方式
[00:52:50 -> 00:52:51] 我觉得还是那样
[00:52:51 -> 00:52:52] 还是那句话
[00:52:52 -> 00:52:53] 就是我觉得初心是不一样的
[00:52:53 -> 00:52:55] 就是我并不知道
[00:52:55 -> 00:52:57] 什么DeepSick他们的初心是啥
[00:52:57 -> 00:52:58] 我不太了解
[00:52:58 -> 00:53:00] 我也不知道什么Kimi大家的
[00:53:00 -> 00:53:01] 就是初心每家公司的
[00:53:01 -> 00:53:03] 到底想干啥是不一样的
[00:53:03 -> 00:53:05] 就是我们就想做这件事情
[00:53:05 -> 00:53:07] 就是我们并不是说想要做
[00:53:07 -> 00:53:08] I don't know
[00:53:08 -> 00:53:10] 就是AI 3D AGI
[00:53:10 -> 00:53:11] I don't know what is that
[00:53:11 -> 00:53:14] 但是我不觉得我们公司的初心是这个
[00:53:14 -> 00:53:16] 我们的公司的初心
[00:53:16 -> 00:53:20] 它就是希望能够去诞生一个UGC的
[00:53:20 -> 00:53:22] 就是3D内容的一个平台
[00:53:22 -> 00:53:24] 然后我们看到说UGC的团体
[00:53:24 -> 00:53:26] 这个用户群体
[00:53:26 -> 00:53:27] 这个创作的群体
[00:53:27 -> 00:53:30] 尤其是他们缺乏一个大众级别的创制工具
[00:53:30 -> 00:53:33] 所以我们希望给它打造这么一件事情
[00:53:33 -> 00:53:35] 这个事情我觉得是很核心的
[00:53:35 -> 00:53:36] 这个还是蛮重要的
[00:53:36 -> 00:53:39] 一个公司的愿景的选择
[00:53:39 -> 00:53:43] 和在这条路上坚定的一些战略的一些决策
[00:53:43 -> 00:53:46] 它就是这么个事情
[00:53:46 -> 00:53:49] 就是因为它我才做的这事
[00:53:49 -> 00:53:50] 就是对吧
[00:53:50 -> 00:53:52] 就是不能因为次我包饺子
[00:53:52 -> 00:53:53] 对吧
[00:53:53 -> 00:53:56] 核心点是我们就是为了这事出发的
[00:53:56 -> 00:53:58] 现在Triple Studio其实上线之后
[00:53:58 -> 00:53:59] 应该数据不错
[00:53:59 -> 00:54:00] 因为刚才其实提到
[00:54:00 -> 00:54:02] 它现在已经贡献了超过一半的收入
[00:54:02 -> 00:54:05] 那你从这些Triple Studio的用户里面
[00:54:05 -> 00:54:08] 看到了哪些来自他们的很有价值的反馈
[00:54:08 -> 00:54:10] 可能在你做这个产品之前
[00:54:10 -> 00:54:12] 没有得到的一些insights
[00:54:12 -> 00:54:14] 我们其实有一个program
[00:54:14 -> 00:54:16] 叫做CEO program
[00:54:16 -> 00:54:19] 叫做Chief Experience Officer
[00:54:19 -> 00:54:20] 就这个program
[00:54:20 -> 00:54:21] 听说你访谈了很多人
[00:54:21 -> 00:54:22] 对对对
[00:54:22 -> 00:54:24] 现在应该有一两千个
[00:54:24 -> 00:54:27] 被访谈的实际的用户
[00:54:27 -> 00:54:28] 这些用户真的是来自于
[00:54:28 -> 00:54:29] 各种各样的地方
[00:54:29 -> 00:54:31] 在做各种各样的事情
[00:54:31 -> 00:54:35] 我觉得特别是超出我的预期的是
[00:54:35 -> 00:54:39] 很多实际的用户
[00:54:39 -> 00:54:40] 他在使用的场景
[00:54:40 -> 00:54:42] 是我根本没有想到他会用
[00:54:42 -> 00:54:46] 大家其实在做这件事情的时候
[00:54:46 -> 00:54:47] 我们最一开始想的就是
[00:54:47 -> 00:54:50] 大家可以做游戏做动画做3D内容
[00:54:50 -> 00:54:52] 然后就感觉这个东西
[00:54:52 -> 00:54:53] 我们把3D内容做好
[00:54:53 -> 00:54:54] 然后后来发现说
[00:54:54 -> 00:54:56] OK其实有很多人在做设计
[00:54:56 -> 00:54:58] 就是3D打印工业设计这些东西
[00:54:58 -> 00:54:59] OK好
[00:54:59 -> 00:55:00] 我们就把它说OK
[00:55:00 -> 00:55:02] 这个东西是3D内容
[00:55:02 -> 00:55:03] 3D体验
[00:55:03 -> 00:55:04] 3D设计
[00:55:04 -> 00:55:05] 是这么一些
[00:55:05 -> 00:55:07] 然后后来发现大家在搞艺术
[00:55:07 -> 00:55:09] 我们有大概很多用户
[00:55:09 -> 00:55:13] 他是艺术院校的应届毕业生
[00:55:13 -> 00:55:14] 他用来干嘛
[00:55:14 -> 00:55:15] 他用来做毕士
[00:55:15 -> 00:55:17] 用来糊弄教授
[00:55:17 -> 00:55:18] 对
[00:55:18 -> 00:55:19] 可能当代艺术
[00:55:19 -> 00:55:21] 装置艺术
[00:55:21 -> 00:55:22] 景观艺术
[00:55:22 -> 00:55:25] 然后什么各种各样的艺术
[00:55:25 -> 00:55:26] 什么新媒体艺术
[00:55:26 -> 00:55:28] 他都可以用3D生成
[00:55:28 -> 00:55:29] 然后来搞
[00:55:29 -> 00:55:30] 他自己本来就不会做3D
[00:55:30 -> 00:55:31] 用3D生成来搞
[00:55:31 -> 00:55:32] 然后形成
[00:55:32 -> 00:55:33] 这就是你很难想
[00:55:33 -> 00:55:34] 还有很多
[00:55:34 -> 00:55:37] 我们还有很多残障的伙伴
[00:55:37 -> 00:55:40] 因为我们这个东西去表达自己
[00:55:40 -> 00:55:43] 去创作3D的一些工业设计
[00:55:43 -> 00:55:45] 包括一些内容
[00:55:45 -> 00:55:50] 我们有很多一些是XR的
[00:55:50 -> 00:55:51] 各种应用的用户
[00:55:51 -> 00:55:52] 我会发现
[00:55:52 -> 00:55:55] 原来我对XR的关注感
[00:55:55 -> 00:55:56] 就主要在硬件上
[00:55:56 -> 00:55:57] 对于软件和硬件
[00:55:57 -> 00:55:58] 对于软件和应用上
[00:55:58 -> 00:55:59] 其实是比较少
[00:55:59 -> 00:56:01] 大家其实也不怎么关注软件和应用
[00:56:01 -> 00:56:02] 大家更多说
[00:56:02 -> 00:56:03] 今天他这个硬件又迭代了
[00:56:03 -> 00:56:05] 明天他这个硬件又迭代了
[00:56:05 -> 00:56:10] 但是其实在世界上是有非常活跃的XR的应用的群体的
[00:56:10 -> 00:56:13] 他每天在开发各种很有意思的东西
[00:56:13 -> 00:56:15] 可能是一个3D的PPT
[00:56:15 -> 00:56:18] 可能是一个3D的AI绘本
[00:56:18 -> 00:56:22] 可能是一个3D的一些小游戏
[00:56:22 -> 00:56:24] 各种各样的好玩的东西
[00:56:24 -> 00:56:26] 然后我们发现3D
[00:56:27 -> 00:56:28] 原来是要说
[00:56:28 -> 00:56:29] 大家可以做一些UGC的
[00:56:29 -> 00:56:30] 但更多说
[00:56:30 -> 00:56:32] 大家可以把它用来做玩法
[00:56:32 -> 00:56:34] 大家去把这个东西做成
[00:56:34 -> 00:56:36] 演出法锤的一种新的玩法
[00:56:36 -> 00:56:39] 因为在游戏这个行业里面
[00:56:39 -> 00:56:42] 其实我们已经很久没有看到一个新的玩法诞生
[00:56:42 -> 00:56:45] 过去的可能十年里面
[00:56:45 -> 00:56:47] 实在在算诞生的玩法
[00:56:47 -> 00:56:50] 可能也就只能算是一个什么自走棋
[00:56:50 -> 00:56:51] 我不知道算不算
[00:56:51 -> 00:56:53] 但是就是没有什么新的玩法诞生
[00:56:53 -> 00:56:56] 但3D生存带来了很多新的一些玩法
[00:56:56 -> 00:56:57] 和交互的功能
[00:56:57 -> 00:57:00] 这个也是我之前没有那么想到的
[00:57:00 -> 00:57:03] 这些都是Triple Studio做了之后你才发现的吗
[00:57:03 -> 00:57:05] Triple其实上线了
[00:57:05 -> 00:57:06] 然后大家都在去用
[00:57:06 -> 00:57:08] 然后有些人用它的API
[00:57:08 -> 00:57:09] 有些人用它的SaaS
[00:57:09 -> 00:57:11] 但是我觉得本质来说
[00:57:11 -> 00:57:13] 都是AI 3D变成了可能
[00:57:13 -> 00:57:15] 这件事情是很关键的
[00:57:15 -> 00:57:17] 我这么说
[00:57:17 -> 00:57:18] 就是AI 3D这件事情
[00:57:18 -> 00:57:20] 大家take for granted
[00:57:20 -> 00:57:21] 这件事情很神奇
[00:57:21 -> 00:57:22] 首先大家觉得
[00:57:22 -> 00:57:24] 升文升图升视频
[00:57:24 -> 00:57:25] 当然应该升3D了
[00:57:25 -> 00:57:26] 所以大家没有觉得什么
[00:57:26 -> 00:57:27] 我说一声
[00:57:27 -> 00:57:28] 大家觉得
[00:57:28 -> 00:57:29] 好吧
[00:57:29 -> 00:57:30] 大家有了AI 3D吧
[00:57:30 -> 00:57:31] 这种感觉
[00:57:31 -> 00:57:32] 但仔细想想看
[00:57:32 -> 00:57:33] 是说
[00:57:33 -> 00:57:34] 原来你
[00:57:34 -> 00:57:35] 你这个东西
[00:57:35 -> 00:57:36] 啥都没有
[00:57:36 -> 00:57:37] 你现在
[00:57:37 -> 00:57:38] 它出来一个东西
[00:57:38 -> 00:57:41] 这就是不管叫做马良的神笔也好
[00:57:41 -> 00:57:42] 还是说叫做演出法师也好
[00:57:42 -> 00:57:43] 还是叫性价值
[00:57:43 -> 00:57:44] 还是叫什么
[00:57:44 -> 00:57:45] 都可以
[00:57:45 -> 00:57:46] 这个东西它跟魔法一样
[00:57:46 -> 00:57:47] 对吧
[00:57:47 -> 00:57:48] 这是第一
[00:57:48 -> 00:57:50] 第二就是我觉得现在
[00:57:50 -> 00:57:53] 这个真的是技术发展速度太快了
[00:57:53 -> 00:57:55] 大家天天看奇观
[00:57:55 -> 00:57:57] 就是刺激了大量的
[00:57:57 -> 00:58:01] 不管是视觉上的还是经历上的这种
[00:58:01 -> 00:58:03] 大家已经没有那么多思考了
[00:58:03 -> 00:58:04] 其实再想一想
[00:58:04 -> 00:58:07] 说这是人类刚刚发明的技术
[00:58:07 -> 00:58:09] 发明了三年不到两年多的时间
[00:58:09 -> 00:58:10] 对吧
[00:58:10 -> 00:58:11] 然后刚刚发明一个技术
[00:58:11 -> 00:58:14] 然后在短短的三年之内
[00:58:14 -> 00:58:15] 这个技术已经成熟到
[00:58:15 -> 00:58:18] 已经可以在产业里面应用了
[00:58:18 -> 00:58:19] 你想冰箱电灯
[00:58:19 -> 00:58:21] 什么电这些东西发明了以后
[00:58:21 -> 00:58:24] 三年的时候才安载在这什么地方
[00:58:24 -> 00:58:25] 对吧
[00:58:25 -> 00:58:26] 这个东西已经在很多
[00:58:26 -> 00:58:27] 还有很多投资人问我说
[00:58:27 -> 00:58:30] 这个东西很多游戏行业不能完全用起来
[00:58:30 -> 00:58:31] 你们是怎么想的
[00:58:31 -> 00:58:32] 我说我怎么想的
[00:58:32 -> 00:58:34] 我说对于这个用起来就很好了
[00:58:34 -> 00:58:35] 我很感激它用了
[00:58:35 -> 00:58:36] 对吧
[00:58:36 -> 00:58:37] 还有我怎么想
[00:58:37 -> 00:58:38] 我都不怎么想了
[00:58:38 -> 00:58:40] 我觉得已经非常appreciate了
[00:58:40 -> 00:58:41] 对吧
[00:58:41 -> 00:58:44] 就你想人类刚发明出来三年的技术
[00:58:44 -> 00:58:46] 然后这个技术已经成熟到
[00:58:46 -> 00:58:48] 已经有几百万人在用它了
[00:58:48 -> 00:58:50] 已经有4万多家企业在用它了
[00:58:50 -> 00:58:52] 这是一个非常非常
[00:58:52 -> 00:58:54] 我觉得牛逼的事情
[00:58:54 -> 00:58:55] 但是大家不这么觉得
[00:58:55 -> 00:58:57] 因为最近发明太多了
[00:58:57 -> 00:58:58] 对吧
[00:58:58 -> 00:59:01] 当然我也不是说我们这个发明最重要
[00:59:01 -> 00:59:06] 而说就是我自己每次静下来细心想想
[00:59:06 -> 00:59:10] 我觉得其实3D生成是拓展了大众
[00:59:10 -> 00:59:12] 人类大众能力的边界的
[00:59:12 -> 00:59:13] 其实你想想
[00:59:13 -> 00:59:15] 我们说纹身图纹身视频
[00:59:15 -> 00:59:17] 包括一些什么纹身文其实
[00:59:17 -> 00:59:19] 这些人类它是
[00:59:19 -> 00:59:22] 尤其是大众它是有能力做的
[00:59:22 -> 00:59:23] 它不是没有
[00:59:23 -> 00:59:24] 那比如说拿手机摄像头
[00:59:24 -> 00:59:25] 我不能拍照吗
[00:59:25 -> 00:59:26] 我也可以拍
[00:59:26 -> 00:59:27] 我可以拍视频
[00:59:27 -> 00:59:28] 我也可以拍打字法
[00:59:28 -> 00:59:29] 我也可以打字
[00:59:29 -> 00:59:31] 就这件事情它并不是一个bonus
[00:59:31 -> 00:59:32] 它可能是多了一个选项
[00:59:32 -> 00:59:33] that's it
[00:59:33 -> 00:59:34] 也挺好
[00:59:34 -> 00:59:35] 确实也实在的多了个选项
[00:59:35 -> 00:59:36] 我觉得great
[00:59:36 -> 00:59:37] 对吧
[00:59:37 -> 00:59:39] 当然一定是不如原来你干不了
[00:59:39 -> 00:59:40] 现在能干了
[00:59:40 -> 00:59:42] 这件事情很夸张的好吧
[00:59:42 -> 00:59:43] 对吧
[00:59:43 -> 00:59:46] 就是你现在每一个人都可以造一个万物了
[00:59:46 -> 00:59:48] 这事情不是一件小事情
[00:59:48 -> 00:59:52] 那当人类大众的能力边界每次得到拓展的时候
[00:59:52 -> 00:59:53] 就像一个圆
[00:59:53 -> 00:59:57] 它的这个直径在变长一小段的时候
[00:59:57 -> 01:00:00] 它跟周围的所有东西都会交叉打结
[01:00:00 -> 01:00:01] 我经常会举些例子
[01:00:01 -> 01:00:09] 我说你有没有发现菜单在打字法出现之前都是手写的
[01:00:09 -> 01:00:11] 它没有打印的菜单的
[01:00:11 -> 01:00:14] 有了打字法出现出现了打字的菜单
[01:00:14 -> 01:00:16] 然后有了手机摄像头出现
[01:00:16 -> 01:00:18] 注意手机摄像头不是拍照的
[01:00:18 -> 01:00:19] 有了相机没有用的
[01:00:19 -> 01:00:20] 手机摄像头出现了以后
[01:00:20 -> 01:00:23] 你就会很多菜单带那个图片了
[01:00:23 -> 01:00:24] 对吧
[01:00:24 -> 01:00:26] 然后现在你甚至可以看到说
[01:00:26 -> 01:00:27] 我每个人手上拿了个iPad
[01:00:27 -> 01:00:28] 你在iPad上面点
[01:00:28 -> 01:00:30] 或者你扫码二维码点一下
[01:00:30 -> 01:00:32] 那为什么菜单不能是3D的呢
[01:00:32 -> 01:00:33] 其实理论上来说
[01:00:33 -> 01:00:35] 我们经常出去要点10个人的菜
[01:00:35 -> 01:00:36] 多少凉菜
[01:00:36 -> 01:00:37] 多少热菜
[01:00:37 -> 01:00:38] 菜牌有多大
[01:00:38 -> 01:00:39] 鱼肉素菜点了多少
[01:00:39 -> 01:00:40] 有哪些主食
[01:00:40 -> 01:00:41] 有哪些甜点
[01:00:41 -> 01:00:42] 我根本是一看
[01:00:42 -> 01:00:43] 我可以点了50道菜
[01:00:43 -> 01:00:45] 好那这50道菜够不够吃
[01:00:45 -> 01:00:46] 对吧
[01:00:46 -> 01:00:47] 发现里面10碗是饭
[01:00:47 -> 01:00:48] 对吧
[01:00:48 -> 01:00:49] 那这50多还少
[01:00:49 -> 01:00:50] 完全不知道
[01:00:50 -> 01:00:51] 你要点开那个购物车
[01:00:51 -> 01:00:52] 在那边扫
[01:00:52 -> 01:00:53] 扫完的时候够不够
[01:00:53 -> 01:00:54] 现在就服务员你来看一下
[01:00:54 -> 01:00:55] 这个东西够还是不够
[01:00:55 -> 01:00:56] 服务员说差不多
[01:00:56 -> 01:00:57] 好那就差不多
[01:00:57 -> 01:00:58] 对吧
[01:00:58 -> 01:00:59] 但理论上来说
[01:00:59 -> 01:01:00] 它可以有一个桌子
[01:01:00 -> 01:01:02] 然后每次它可以把这个3D的
[01:01:02 -> 01:01:03] 这个放在上面
[01:01:03 -> 01:01:04] 你可以转一圈
[01:01:04 -> 01:01:05] 哦这样子
[01:01:05 -> 01:01:06] 对吧
[01:01:06 -> 01:01:07] 你看就非常明了
[01:01:07 -> 01:01:09] 这10个人够不够吃很清楚
[01:01:09 -> 01:01:10] 那为什么不是这样
[01:01:10 -> 01:01:12] 因为3D的建模成本太贵了
[01:01:12 -> 01:01:13] 你找一个餐厅
[01:01:13 -> 01:01:14] 你说大哥
[01:01:14 -> 01:01:15] 我给你100万
[01:01:15 -> 01:01:16] 我给你做一个3D的点菜系统
[01:01:16 -> 01:01:17] 他说你脑子有问题
[01:01:17 -> 01:01:18] 但现在你跟他说
[01:01:18 -> 01:01:21] 你只要每年你只要交15派
[01:01:21 -> 01:01:22] 你就可以获得一个
[01:01:22 -> 01:01:23] 3D的点菜系统
[01:01:23 -> 01:01:24] 他说那我就交了呀
[01:01:24 -> 01:01:25] 对吧
[01:01:25 -> 01:01:26] 那你说菜单是可以变化的
[01:01:26 -> 01:01:28] 那什么东西是不能变化的
[01:01:28 -> 01:01:30] 比如说广告牌是不是可以变化的
[01:01:30 -> 01:01:31] 当然可以了
[01:01:31 -> 01:01:33] 名片是不是可以变化的
[01:01:33 -> 01:01:34] 我觉得当然可以了
[01:01:34 -> 01:01:36] 有什么东西是不能变化的呢
[01:01:36 -> 01:01:39] 它凭什么名片上就得有文字
[01:01:39 -> 01:01:40] 只能有文字的
[01:01:40 -> 01:01:41] 为什么名片上它就
[01:01:41 -> 01:01:43] 现在可以带头像了呢
[01:01:43 -> 01:01:44] 那为什么名片上它就
[01:01:44 -> 01:01:46] 你会发现说所有的东西
[01:01:46 -> 01:01:47] 它都是可以是3D的
[01:01:47 -> 01:01:49] 只是含着这句话
[01:01:49 -> 01:01:51] 互联网它不成熟
[01:01:51 -> 01:01:52] 所以在文字上
[01:01:52 -> 01:01:55] 图片视频3D的过程中
[01:01:55 -> 01:01:56] 其实我们经常说
[01:01:56 -> 01:01:57] 它是一个深维的过程
[01:01:57 -> 01:01:59] 其实我们的思维方式
[01:01:59 -> 01:02:00] 应该是变化过来
[01:02:00 -> 01:02:04] 这其实是3D视频图片文字
[01:02:04 -> 01:02:07] 它是一个不断的降维和抽象的过程
[01:02:07 -> 01:02:10] 因为我们的科技不够发达
[01:02:10 -> 01:02:13] 所以导致我们被迫去用一个
[01:02:13 -> 01:02:16] 极其抽象和信息密度低的方式
[01:02:16 -> 01:02:19] 去进行交流和沟通和展示和分享
[01:02:19 -> 01:02:22] 但是如果我们的科技足够发达
[01:02:22 -> 01:02:24] 当然我们本身
[01:02:24 -> 01:02:27] 这个世界现在发明都不是很在意了
[01:02:27 -> 01:02:29] 所以说这科技肯定发展速度
[01:02:29 -> 01:02:30] 越来越快的过程中
[01:02:30 -> 01:02:31] 是不是说
[01:02:31 -> 01:02:33] 当它到完成体的时候
[01:02:33 -> 01:02:35] 它最终还是会环普归真到
[01:02:35 -> 01:02:36] 我们的3D
[01:02:36 -> 01:02:39] 你应该用3D去做表达
[01:02:39 -> 01:02:40] 去做分享
[01:02:40 -> 01:02:41] 去做展示
[01:02:41 -> 01:02:42] 说难听点的时候
[01:02:42 -> 01:02:43] 我就装个逼
[01:02:43 -> 01:02:45] 去吐个槽
[01:02:45 -> 01:02:47] 去发泄一下自己的不满
[01:02:47 -> 01:02:49] 这才是我们应该做的事情
[01:02:49 -> 01:02:51] 我觉得这个还是描述了非常
[01:02:51 -> 01:02:52] 让人向往的一些未来
[01:02:52 -> 01:02:54] 包括比较本质的在思考
[01:02:54 -> 01:02:56] 我们现在之所以看短视频
[01:02:56 -> 01:02:57] 而不是看3D的东西
[01:02:57 -> 01:02:59] 还是因为今天技术所限
[01:02:59 -> 01:03:00] 带宽所限
[01:03:00 -> 01:03:01] 设备的运算能力所限
[01:03:01 -> 01:03:03] 所以我们仍然在压缩这个世界
[01:03:03 -> 01:03:04] 压缩这个词非常好
[01:03:04 -> 01:03:06] 你就在压缩这个世界
[01:03:06 -> 01:03:07] 回到我前面那个问题
[01:03:07 -> 01:03:09] 你刚才说是因为
[01:03:09 -> 01:03:10] 你希望拿到一些认知
[01:03:10 -> 01:03:11] 可以帮你更好的迭代模型
[01:03:11 -> 01:03:12] 因为没有这样的认知
[01:03:12 -> 01:03:13] 好像模型再往前
[01:03:13 -> 01:03:16] 也不知道4K在哪条路了
[01:03:16 -> 01:03:17] 我就比较想知道
[01:03:17 -> 01:03:18] 做了这几个月之后
[01:03:18 -> 01:03:21] 你拿到了哪些来自用户的知识
[01:03:21 -> 01:03:22] 你得不到的
[01:03:22 -> 01:03:23] 一定要靠这个Triple Studio
[01:03:23 -> 01:03:25] 这个产品才能拿到的认知
[01:03:25 -> 01:03:26] 然后你确实讲了一些
[01:03:26 -> 01:03:27] 你访了几千个用户
[01:03:27 -> 01:03:28] 但我听起来好像这个
[01:03:28 -> 01:03:29] 确实也不是Triple Studio
[01:03:29 -> 01:03:30] 这个产品必须要做
[01:03:30 -> 01:03:31] 你才能访到他们
[01:03:31 -> 01:03:32] 你才能拿到
[01:03:32 -> 01:03:35] 刚才你讲的这些认知
[01:03:35 -> 01:03:37] 其实是有很多的
[01:03:37 -> 01:03:39] 而很多这些事情
[01:03:39 -> 01:03:40] 其实它是
[01:03:40 -> 01:03:41] 就这么说吧
[01:03:41 -> 01:03:43] 我们有一个需求池
[01:03:43 -> 01:03:45] 我们这个需求池里面有
[01:03:45 -> 01:03:48] 上百条需求
[01:03:48 -> 01:03:49] 当然有些是P的
[01:03:49 -> 01:03:50] 因为P1 P2 P3 P4
[01:03:50 -> 01:03:51] 可能P5
[01:03:51 -> 01:03:52] 就后面
[01:03:52 -> 01:03:54] 根本就没有来得及做过
[01:03:54 -> 01:03:55] 不同的优先级
[01:03:55 -> 01:03:56] 对对对
[01:03:56 -> 01:03:57] 解决前面的一些问题
[01:03:57 -> 01:03:58] 你会发现说
[01:03:58 -> 01:04:00] 这些需求都是来自于用户
[01:04:00 -> 01:04:02] 比如说有些用户说
[01:04:02 -> 01:04:03] 我举个例子
[01:04:03 -> 01:04:05] 他想要编辑贴图
[01:04:05 -> 01:04:06] 所以我们才有了
[01:04:06 -> 01:04:08] 智能笔刷这个功能
